737 WHEAT--Rains|||18|||18
46 SOCCER|||18|||21
451 OSCE|||19|||29
890 Jordanian|||19|||22
65 Oppenheimer|||1|||2
235 Shanghai|||1|||1
480 Florida|||1|||1
119 Power|||2|||3
6 GREEK|||2|||6
229 S.|||2|||2
545 CYCLING|||3|||9
869 U.S.|||3|||3
405 RALLYING|||3|||4
101 Fairview|||3|||3
787 Fire|||9|||9
205 Legal|||9|||9
633 SEC|||9|||10
454 Yugo|||10|||14
404 RALLYING|||10|||18
593 Amtrak|||11|||13
836 Dutch|||11|||11
255 CRICKET|||11|||11
303 Death|||11|||12
167 PRESS|||12|||14
571 Nicaraguan|||5|||8
114 Two|||6|||8
708 Village|||6|||9
393 French|||6|||6
846 Serbia|||6|||9
106 Paribas|||7|||7
826 SOCCER|||7|||13
152 SOCCER|||7|||13
196 Glickman|||8|||10
507 PRESS|||8|||8
698 Chile|||4|||4
562 Estonia|||4|||10
502 BRIGHT-BELGIANS|||4|||10
123 Malaysia|||4|||5
750 VW|||4|||5
13 Saudi|||4|||4
515 London|||5|||5
833 London|||5|||5
634 ITALIAN|||5|||5
538 SOCCER|||5|||5
560 Estonia|||4|||11
195 One|||4|||5
33 HORSE|||4|||7
586 Akron|||4|||4
723 Romania|||4|||4
292 Main|||5|||6
636 Saskatchewan|||5|||7
55 SOCCER|||5|||7
790 Japan|||5|||5
428 SOCCER|||5|||6
446 CRICKET|||4|||6
443 SOCCER|||4|||14
134 SOCCER|||4|||4
487 Pakistani|||4|||8
280 Soccer|||5|||5
27 Finnish|||5|||6
629 Japan|||5|||5
455 Croatian|||5|||5
600 Pakistan|||5|||5
549 AFTER|||5|||5
34 TENNIS|||15|||18
674 SOCCER|||15|||26
421 SWIMMING|||16|||20
279 CRICKET|||16|||20
191 HK|||17|||19
514 FEATURE|||17|||25
724 Costa|||18|||19
679 SOCCER|||19|||27
508 U.N.|||19|||22
887 Oasis|||21|||21
294 Iran|||14|||16
323 RUGBY|||15|||19
703 Cricket|||17|||17
99 Miss|||18|||29
731 Iraqi|||18|||20
761 Lamm|||18|||23
371 RUGBY|||19|||24
144 TENNIS|||19|||24
343 SOCCER|||19|||32
390 Israeli|||20|||28
877 Salang|||10|||14
291 Iran|||11|||13
427 SOCCER|||11|||18
18 PRESS|||11|||12
35 TENNIS|||12|||18
594 Paralympics|||12|||12
473 Indonesian|||13|||13
691 TURKISH|||13|||13
627 Nuclear|||13|||15
353 SOCCER|||13|||19
706 Canada|||30|||30
175 Clean|||32|||39
293 Kurdish|||33|||37
533 BASEBALL|||40|||58
938 Wall|||42|||43
801 GOLF|||44|||53
673 SOCCER|||47|||53
637 ATHLETICS|||47|||67
806 CRICKET|||48|||48
328 SOCCER|||51|||51
840 NATO|||20|||22
684 ATHLETICS|||22|||35
835 Nigeria|||23|||27
3 China|||23|||24
125 Key|||24|||25
200 Washington|||24|||25
408 SOCCER|||25|||25
15 Arafat|||25|||26
174 Colombia|||27|||29
1 EU|||28|||30
365 SOCCER|||24|||32
863 Export|||25|||27
426 SOCCER|||25|||33
300 Italian|||25|||30
316 MOTOR|||28|||49
820 BASEBALL|||29|||32
251 CRICKET|||29|||31
797 Iraq|||29|||30
745 Anti-Bhutto|||30|||36
350 BASEBALL|||30|||47
420 SOCCER|||12|||29
693 U.S.|||12|||42
510 PRESS|||12|||16
215 State|||12|||14
193 Turkey|||12|||15
899 PRESS|||13|||15
795 NATO|||13|||15
84 Russians|||13|||14
478 Israeli|||14|||15
150 SOCCER|||14|||19
121 Tokyo|||1|||1
231 Orii|||1|||1
504 Fontaine|||1|||1
933 INDICATORS|||1|||3
769 Stork|||2|||2
491 Salomon|||2|||3
763 Northern|||2|||2
466 Banco|||2|||4
884 Sierra|||3|||6
935 Lenzing|||3|||4
659 BASKETBALL|||1|||5
883 Dreyfus|||1|||1
888 Slough|||2|||11
605 HELIBOR|||2|||11
711 Guinea|||2|||4
90 Argentine|||3|||3
494 PRESS|||3|||3
399 Gencor|||3|||4
433 SOCCER|||4|||8
486 U.S.|||4|||4
143 BADMINTON|||11|||13
25 PRESS|||11|||14
483 U.S.|||11|||12
915 Algeria|||11|||11
346 BADMINTON|||11|||19
725 Gov't|||12|||16
142 RUGBY|||12|||17
788 Shanghai|||12|||12
267 SOCCER|||13|||16
619 Most|||13|||15
297 Hurricane|||5|||10
639 CYCLING|||5|||9
8 Venantius|||5|||5
407 SOCCER|||6|||6
565 Russian|||6|||6
603 Bangladesh|||6|||14
889 Canada|||6|||6
383 U.S.|||6|||6
848 Colombia|||7|||7
694 U.S.|||7|||7
52 BASEBALL|||29|||32
329 CRICKET|||30|||39
140 TENNIS|||30|||44
653 RUGBY|||30|||34
102 Defiant|||34|||42
722 Lebed|||34|||39
425 SOCCER|||35|||37
666 TENNIS|||38|||43
652 BASEBALL|||44|||71
160 ATHLETICS|||47|||69
342 SOCCER|||7|||37
939 SOCCER|||7|||10
613 Turkey|||7|||8
852 Mexico|||7|||7
91 Peru|||8|||9
768 France|||8|||11
412 CRICKET|||8|||8
299 German|||8|||12
307 Thirty|||8|||9
649 ROWING|||8|||13
148 SOCCER|||7|||12
79 Rottweiler|||7|||7
849 Venezuela|||7|||7
898 Keane|||7|||9
77 Guinea|||7|||10
934 PRESS|||8|||12
136 CRICKET|||8|||9
173 Buffett|||8|||9
895 Jordanian|||9|||12
901 Clinton|||9|||9
471 SIMEX|||5|||11
873 U.S.|||5|||5
260 SOCCER|||5|||18
327 SOCCER|||5|||9
448 PRESS|||5|||5
444 CRICKET|||5|||8
875 French|||5|||5
340 SOCCER|||5|||25
213 Wis|||6|||8
100 Kevorkian|||6|||15
459 Unknown|||13|||14
273 SOCCER|||14|||27
543 ICE|||14|||22
532 BASEBALL|||15|||20
214 Snoozing|||16|||16
812 SOCCER|||16|||23
183 Orthodox|||16|||19
95 Palestinians|||17|||20
308 Internet|||17|||32
781 Khmer|||17|||17
739 Amoco|||15|||17
791 PRESS|||15|||21
324 CRICKET|||17|||20
277 British|||17|||19
716 Russian|||17|||24
912 Bodies|||17|||17
856 Thai|||18|||24
569 Dutch|||18|||18
402 RUGBY|||18|||24
209 Zenith|||18|||21
376 Moslem|||33|||48
310 GOLF|||34|||59
436 TENNIS|||36|||54
413 CRICKET|||39|||43
441 SOCCER|||42|||60
126 Ukraine|||43|||50
411 CRICKET|||44|||45
147 BASEBALL|||48|||82
638 GOLF|||48|||65
642 CYCLING|||49|||69
477 Egypt|||19|||21
942 CYCLING|||19|||27
419 SOCCER|||20|||20
29 German|||21|||22
681 SOCCER|||23|||31
714 Dutroux|||23|||37
97 Egypt|||24|||26
630 China|||27|||31
272 SOCCER|||27|||27
47 TENNIS|||28|||40
169 Ulster|||1|||1
831 ND|||1|||3
886 First|||1|||2
927 Salomon|||1|||1
615 IPO|||3|||3
171 Mid-tier|||3|||4
696 U.S.|||3|||3
118 BNZ|||3|||5
931 Singapore|||3|||4
181 Nigeria|||4|||4
21 Kindercare|||1|||3
736 CME|||1|||4
881 Vicorp|||2|||3
506 RESEARCH|||2|||2
492 PRESALE|||2|||5
493 BALANCE|||2|||5
718 Bulgarians|||3|||3
648 HORSE|||3|||6
553 S.|||3|||3
481 CBOT|||3|||3
712 New|||11|||13
676 SOCCER|||13|||22
375 South|||14|||21
874 EU|||14|||16
583 U.S.|||14|||15
206 Jordan|||14|||14
941 CYCLING|||15|||21
203 OPTIONS|||15|||15
720 Exiled|||15|||21
266 SOCCER|||16|||25
422 SOCCER|||7|||31
496 Dutch|||7|||10
133 SOCCER|||7|||7
623 Painted|||7|||7
741 Swiss|||8|||8
417 SOCCER|||8|||9
657 SOCCER|||8|||9
879 Elephant|||8|||9
240 TENNIS|||8|||12
157 ATHLETICS|||8|||10
612 DBRS|||1|||4
381 Port|||1|||2
631 Taiwan|||1|||3
9 Port|||1|||2
7 BayerVB|||2|||4
548 DIRECT|||2|||5
68 All|||2|||5
937 OFFICIAL|||2|||2
430 BASKETBALL|||3|||5
58 ATHLETICS|||3|||3
92 Former|||9|||9
301 Italian|||9|||12
304 Malta|||9|||10
62 ONE|||9|||9
71 Britain|||10|||12
758 Israel|||10|||10
311 TENNIS|||10|||12
713 Nigeria|||11|||12
497 Tapie|||11|||26
783 MOF|||11|||11
325 SOCCER|||8|||12
469 Police|||8|||9
234 Softbank|||8|||9
450 Passengers|||9|||9
305 Czech|||9|||9
500 PRESS|||9|||9
401 Dow|||9|||9
177 RTRS|||10|||18
726 Quake|||10|||14
225 RTRS|||10|||10
688 CRICKET|||19|||26
367 SOCCER|||19|||28
528 SQUASH|||19|||24
534 BASEBALL|||20|||22
566 Russian|||21|||22
107 Clinton|||22|||27
683 SOCCER|||22|||23
730 PLO|||22|||23
643 CYCLING|||23|||37
944 MOTORCYCLING|||24|||33
707 Ivorian|||9|||11
456 SVCD|||9|||10
746 India|||9|||15
779 RTRS|||9|||9
395 North|||10|||17
577 S.|||10|||12
834 Zaire|||10|||12
853 Tension|||10|||12
54 SOCCER|||10|||13
268 SOCCER|||10|||15
224 Sea|||6|||8
117 RTRS|||6|||6
339 SOCCER|||6|||8
45 SOCCER|||6|||14
705 Cricket|||6|||6
911 Italians|||6|||7
190 Brazil|||7|||8
326 CRICKET|||7|||7
338 SOCCER|||7|||7
74 Soccer|||7|||9
822 BASEBALL|||10|||17
434 TENNIS|||10|||10
185 Germany|||11|||12
127 Oldest|||11|||13
650 CRICKET|||11|||21
87 PRESS|||12|||20
320 RALLYING|||12|||19
386 PRESS|||14|||17
298 France|||14|||15
11 Polish|||14|||14
184 Hungary|||4|||5
798 OFFICIAL|||4|||4
604 Bangladesh|||4|||4
238 Ford|||4|||6
335 TENNIS|||5|||7
782 Two|||5|||9
866 Police|||5|||5
923 SIMEX|||5|||5
458 Mostostal|||5|||9
536 SOCCER|||5|||5
135 CRICKET|||26|||28
632 Palestinians|||29|||29
474 Senate|||31|||44
116 RTRS|||31|||35
808 CRICKET|||31|||31
57 SOCCER|||31|||54
794 Iran|||31|||32
599 Afghan|||36|||46
368 SOCCER|||37|||37
819 BASEBALL|||37|||50
163 SOCCER|||12|||40
333 CRICKET|||12|||14
660 SOCCER|||12|||14
859 Moroccan|||13|||18
165 SOCCER|||13|||18
464 Nicaraguan|||13|||14
704 Soccer|||14|||16
309 GOLF|||15|||26
891 Iran|||17|||19
573 Czech|||18|||19
621 Hijacked|||20|||22
188 Granic|||21|||22
821 TENNIS|||23|||25
687 CRICKET|||23|||33
14 Israel|||26|||27
748 India|||27|||32
675 SOCCER|||27|||30
409 CRICKET|||27|||32
355 SOCCER|||29|||41
253 SOCCER|||31|||36
230 Orii|||1|||1
217 SunGard|||2|||5
220 Boskalis|||2|||5
501 ATRIA|||2|||2
505 Manila|||2|||2
786 Liu|||2|||4
932 Loxley|||2|||2
584 Birmingham|||2|||3
24 Greek|||2|||6
503 Thai|||3|||5
626 Seoul|||12|||12
606 Barrick|||12|||15
635 Passengers|||12|||12
828 SOCCER|||12|||19
19 PRESS|||13|||16
245 TENNIS|||13|||18
896 Palestinians|||13|||13
286 Revered|||13|||16
258 RUGBY|||14|||18
105 German|||14|||15
767 German|||9|||9
810 RUGBY|||9|||13
170 Nigerian|||9|||10
5 German|||10|||12
392 Belgian|||10|||13
509 PRESS|||10|||18
811 ATHLETICS|||10|||16
488 NWE|||10|||14
518 GOLF|||10|||14
610 All|||11|||11
264 BASEBALL|||30|||34
825 ATHLETICS|||31|||53
141 TENNIS|||31|||34
249 CRICKET|||33|||49
588 Poll|||34|||34
296 Clinton|||37|||38
418 SOCCER|||37|||42
807 LOMBARDI|||37|||45
115 Mother|||44|||45
734 Dole|||45|||47
823 SOCCER|||5|||7
616 AMTRAK|||5|||5
32 HORSE|||6|||8
499 RABOBANK|||6|||9
709 Aid|||6|||6
337 SOCCER|||6|||8
283 Malawi|||6|||6
919 INTERVIEW-T&N|||6|||7
847 Venezuela|||6|||6
579 Bosnian|||6|||15
671 SOCCER|||6|||7
28 Dutch|||6|||6
608 VNU|||7|||8
845 Viral|||7|||8
330 CRICKET|||7|||7
26 Well|||7|||7
284 Zimbabwe|||7|||8
86 Yeltsin|||7|||7
189 Ecuador|||8|||11
281 Adventurers|||8|||8
668 SOCCER|||24|||28
582 Anti-abortion|||24|||32
211 Huge|||25|||31
314 MOTOCROSS|||25|||36
540 SOCCER|||27|||30
641 CYCLING|||27|||36
554 Sudanese|||28|||29
212 U.S.|||28|||30
364 GOLF|||28|||42
557 Slovenia|||29|||31
80 INDICATORS|||3|||5
82 Polish|||4|||8
69 London|||4|||4
282 Cholera|||4|||4
607 Penn|||4|||4
929 Airport|||4|||5
695 COMEX|||4|||9
870 Florida|||4|||6
670 SOCCER|||5|||9
158 ATHLETICS|||5|||7
628 Japan|||7|||16
222 Libyan|||8|||8
907 Amsterdam-Rotterdam-Antwerp|||8|||8
138 CRICKET|||8|||8
651 RUGBY|||8|||11
139 SOCCER|||8|||11
527 SOCCER|||8|||22
574 Former|||8|||21
867 O.J.|||8|||12
793 PRESS|||8|||11
760 Colo|||1|||2
738 First|||1|||1
564 WEATHER|||1|||1
98 Turkish|||1|||1
778 RTRS|||2|||4
864 USDA|||2|||2
168 FORECAST|||3|||3
878 Two|||3|||4
122 Ka|||3|||5
772 Spanish|||3|||6
555 OSCE|||13|||21
248 RUGBY|||15|||19
561 Albania|||15|||16
900 Baker|||16|||22
897 U.S.|||16|||16
357 SOCCER|||17|||23
369 DUTCH|||17|||18
858 Hamas|||18|||25
372 RUGBY|||19|||28
677 SOCCER|||19|||28
609 AOL|||25|||25
546 CYCLING|||26|||37
617 Wife|||27|||34
110 Britain|||28|||28
388 PRESS|||30|||35
804 CYCLING|||31|||40
247 GOLF|||34|||58
12 Two|||40|||47
429 SOCCER|||40|||48
252 SOCCER|||40|||40
513 More|||16|||18
445 CRICKET|||17|||35
764 US|||17|||23
655 CRICKET|||17|||40
76 Nigerian|||17|||20
186 Russians|||17|||18
440 BASEBALL|||18|||19
489 Prairies|||19|||22
558 Nationalists|||20|||31
537 SOCCER|||20|||21
572 Brazil|||20|||21
359 SOCCER|||21|||23
382 Two|||21|||28
362 CYCLING|||21|||39
290 Nepal|||23|||26
295 PRESS|||24|||24
814 SQUASH|||25|||29
552 McGrath|||25|||41
597 Mother|||25|||29
38 CRICKET|||25|||28
378 Russian|||22|||25
271 SOCCER|||23|||23
618 Latest|||24|||29
250 CRICKET|||24|||30
178 Soccer|||25|||29
192 Jordan|||25|||28
476 Kurds|||26|||27
680 SOCCER|||26|||31
640 CYCLING|||27|||35
809 CRICKET|||29|||30
775 Stagecoach|||6|||8
396 Students|||6|||20
757 Turkey|||6|||9
151 ATHLETICS|||6|||9
916 Finns|||6|||7
306 Most|||7|||10
662 TENNIS|||7|||29
332 CRICKET|||7|||7
354 SOCCER|||7|||8
394 19|||7|||9
130 CRICKET|||9|||11
363 CYCLING|||9|||21
850 Buenos|||9|||10
843 Gazprom|||9|||11
567 Argentine|||10|||12
88 Grozny|||11|||11
715 Knifeman|||11|||16
241 RALLYING|||12|||21
930 HK|||12|||13
827 SOCCER|||12|||14
400 Advanced|||7|||7
906 Sweden|||7|||7
380 Ten|||7|||10
204 Goldman|||7|||8
661 TENNIS|||7|||9
522 SOCCER|||8|||9
880 Sri|||8|||12
64 In|||8|||10
780 Shanghai|||8|||9
872 Key|||9|||10
197 Mass|||18|||22
360 SOCCER|||19|||19
287 Sudan|||20|||22
771 Highlights|||20|||22
784 China|||21|||22
563 Slovak|||22|||27
844 Serbian|||22|||24
232 China|||23|||23
315 MOTOCROSS|||24|||29
194 U.S.|||24|||25
765 German|||9|||9
559 Estonian|||9|||21
753 AEI|||9|||12
336 TENNIS|||9|||11
803 CRICKET|||10|||10
521 RUGBY|||10|||10
41 SOCCER|||10|||12
755 Turkey|||10|||13
701 Tennis|||10|||13
61 CRICKET|||11|||12
922 Taiwan|||9|||9
78 South|||9|||9
539 SOCCER|||10|||19
902 Beachcomber|||10|||13
656 BASKETBALL|||10|||11
289 Nicaraguan|||11|||11
672 SOCCER|||11|||16
796 ISS|||11|||11
475 Hijacked|||12|||13
855 Seven|||12|||13
156 ATHLETICS|||10|||21
2 Rare|||11|||11
646 CRICKET|||11|||11
379 Leftist|||11|||15
928 Indonesia|||11|||14
585 U.S.|||11|||12
384 Egypt|||11|||13
544 SOCCER|||11|||24
482 Talbott|||12|||17
313 RALLYING|||12|||18
159 GOLF|||32|||50
678 SOCCER|||32|||49
48 BADMINTON|||33|||38
345 RUGBY|||33|||42
137 CRICKET|||34|||41
274 SOCCER|||34|||38
73 RTRS|||38|||51
945 GOLF|||41|||47
318 MOTOR|||49|||62
53 BASEBALL|||50|||82
398 FEATURE|||20|||22
81 Fifty|||22|||22
622 Hijacked|||22|||25
733 Iraq|||24|||25
108 Bonn|||26|||37
259 SOCCER|||26|||27
719 German|||26|||26
285 Rwanda|||27|||30
162 SOCCER|||28|||33
361 GOLF|||32|||34
462 Colombian|||5|||5
424 SOCCER|||5|||33
43 CRICKET|||5|||12
909 Italy|||5|||6
93 Noisy|||5|||5
227 RTRS|||6|||7
917 Audi|||6|||7
851 Brazil|||6|||6
946 SOCCER|||6|||7
667 BASEBALL|||7|||13
602 Indian|||16|||19
302 Belgium|||16|||32
717 Albania|||16|||18
104 Suspected|||16|||17
201 Nepal|||17|||20
128 Russia|||17|||17
370 CRICKET|||18|||27
50 BASEBALL|||18|||27
495 Chelsea|||20|||22
685 CRICKET|||20|||25
265 SOCCER|||5|||5
202 Nepal|||5|||5
75 Senegal|||5|||7
275 SOCCER|||5|||19
913 Galeforce|||5|||8
690 S.AFRICAN|||6|||8
276 CRICKET|||6|||6
182 Rwandan|||6|||6
199 WSC-India|||7|||7
519 SOCCER|||7|||10
620 British|||1|||1
871 U.S.|||1|||1
23 Gateway|||1|||1
20 CME|||1|||3
187 WEATHER|||1|||1
918 KEKKILA|||1|||1
774 HOEK|||2|||2
914 Repsol|||4|||6
228 South|||4|||5
226 RTRS|||4|||4
352 BASEBALL|||29|||32
921 Hong|||31|||32
16 Afghan|||33|||42
802 CYCLING|||34|||44
805 CRICKET|||35|||41
180 Soccer|||36|||38
936 Algeria|||41|||44
860 Scandal|||42|||48
485 Actor|||48|||65
321 MOTORCYCLING|||50|||90
221 Greek|||3|||6
490 Brush|||3|||9
766 Gun-wielding|||3|||3
743 French|||3|||4
261 BASKETBALL|||4|||6
391 Corporate|||4|||6
472 Metro|||4|||4
542 SOCCER|||5|||5
154 SOCCER|||5|||5
759 FSA|||5|||7
689 PRESS|||11|||14
176 CRICKET|||12|||14
129 Viacom|||12|||14
244 TENNIS|||12|||16
124 INDONESIAN|||12|||12
278 Princess|||14|||14
236 Promodes|||15|||16
669 SOCCER|||16|||23
111 India|||16|||19
595 French|||16|||20
17 Iraq|||29|||36
512 FOCUS|||29|||30
366 SOCCER|||29|||37
30 GOLF|||34|||59
732 Kurd|||34|||34
740 Burundi|||39|||42
10 Israel|||39|||54
752 Dow|||39|||40
438 BASEBALL|||41|||57
818 BASEBALL|||51|||55
344 AUSTRALIAN|||31|||34
373 Australian|||32|||36
580 New|||32|||32
525 CRICKET|||34|||52
645 SOCCER|||34|||35
351 BASEBALL|||35|||51
435 TENNIS|||35|||62
824 SOCCER|||37|||37
529 TENNIS|||41|||49
242 MOTOR|||52|||64
925 M'bishi|||1|||3
498 Bank|||1|||4
172 RESEARCH|||1|||1
198 Lufthansa|||2|||3
710 Zambia|||2|||3
460 Interacciones|||3|||3
861 Montana|||3|||4
789 Hwa|||3|||3
218 Alpha|||3|||4
591 Eau|||3|||6
153 SOCCER|||5|||5
103 UN|||5|||7
541 SOCCER|||5|||7
773 PRESS|||6|||12
624 NZ|||6|||8
67 Measles|||6|||13
4 China|||6|||7
654 HOCKEY|||6|||7
179 Soccer|||7|||14
243 RALLYING|||7|||9
526 CRICKET|||7|||13
96 Egypt|||7|||11
377 Eight|||8|||8
575 Ten|||8|||8
219 Analysts|||8|||8
467 Dutch|||8|||8
89 Boat|||8|||9
686 CRICKET|||8|||8
596 PRESS|||9|||16
442 SOCCER|||9|||11
36 SOCCER|||9|||13
904 Clinton|||9|||10
550 CBOE|||9|||14
892 Mideast|||9|||11
744 Swiss|||9|||10
894 New|||9|||13
322 MOTORCYCLING|||10|||34
356 SOCCER|||10|||12
747 Belgium|||10|||12
164 SOCCER|||10|||15
406 SOCCER|||18|||20
403 RALLYING|||19|||28
876 PRESS|||20|||28
237 PRESS|||20|||24
410 CRICKET|||21|||21
799 EU|||22|||25
943 SOCCER|||22|||27
269 SOCCER|||23|||34
658 SQUASH|||23|||27
682 SOCCER|||23|||23
31 SOCCER|||5|||10
347 BASEBALL|||5|||5
839 PRESS|||5|||7
40 CRICKET|||5|||5
785 Japan|||6|||29
414 CRICKET|||6|||6
815 SOCCER|||7|||9
589 U.S.|||7|||7
644 CYCLING|||7|||10
729 Briton|||7|||7
727 Barrier|||5|||8
470 Police|||5|||5
262 BASEBALL|||5|||5
312 TENNIS|||6|||8
587 Stallone|||6|||11
893 Egypt|||7|||8
66 Best|||7|||7
431 SOCCER|||7|||8
155 SOCCER|||7|||7
239 TENNIS|||7|||10
868 Clinton|||12|||15
854 Brazil|||12|||16
447 CRICKET|||14|||29
770 Stephanie|||14|||24
415 RUGBY|||14|||17
614 Egypt|||14|||14
463 Japan|||14|||17
453 Yeltsin|||16|||16
334 CRICKET|||16|||17
905 New|||17|||20
749 Indian|||3|||3
862 Researchers|||3|||3
83 Czech|||3|||4
449 Lamonts|||3|||5
625 Indonesia|||4|||4
885 Housecall|||4|||4
841 Storm|||4|||5
112 Dhaka|||5|||5
742 OPTIONS|||5|||7
358 SOCCER|||5|||5
678 SOCCER|||32|||49
16 Afghan|||33|||42
137 CRICKET|||34|||41
351 BASEBALL|||35|||51
180 Soccer|||36|||38
436 TENNIS|||36|||54
752 Dow|||39|||40
429 SOCCER|||40|||48
801 GOLF|||44|||53
53 BASEBALL|||50|||82
607 Penn|||4|||4
123 Malaysia|||4|||5
750 VW|||4|||5
70 Garlic|||4|||5
280 Soccer|||5|||5
335 TENNIS|||5|||7
347 BASEBALL|||5|||5
833 London|||5|||5
260 SOCCER|||5|||18
542 SOCCER|||5|||5
370 CRICKET|||18|||27
144 TENNIS|||19|||24
677 SOCCER|||19|||28
387 Netanyahu|||19|||27
39 SOCCER|||20|||20
362 CYCLING|||21|||39
784 China|||21|||22
903 FEATURE|||22|||27
681 SOCCER|||23|||31
290 Nepal|||23|||26
686 CRICKET|||8|||8
138 CRICKET|||8|||8
527 SOCCER|||8|||22
89 Boat|||8|||9
85 Lebed|||9|||10
456 SVCD|||9|||10
892 Mideast|||9|||11
500 PRESS|||9|||9
926 S.|||9|||12
225 RTRS|||10|||10
308 Internet|||17|||32
201 Nepal|||17|||20
186 Russians|||17|||18
477 Egypt|||19|||21
398 FEATURE|||20|||22
419 SOCCER|||20|||20
287 Sudan|||20|||22
378 Russian|||22|||25
81 Fifty|||22|||22
3 China|||23|||24
882 SoCal|||7|||7
106 Paribas|||7|||7
190 Brazil|||7|||8
120 Thais|||8|||8
234 Softbank|||8|||9
879 Elephant|||8|||9
907 Amsterdam-Rotterdam-Antwerp|||8|||8
281 Adventurers|||8|||8
649 ROWING|||8|||13
299 German|||8|||12
383 U.S.|||6|||6
846 Serbia|||6|||9
224 Sea|||6|||8
849 Venezuela|||7|||7
468 RTRS|||7|||8
522 SOCCER|||8|||9
325 SOCCER|||8|||12
336 TENNIS|||9|||11
904 Clinton|||9|||10
850 Buenos|||9|||10
420 SOCCER|||12|||29
87 PRESS|||12|||20
129 Viacom|||12|||14
626 Seoul|||12|||12
19 PRESS|||13|||16
832 Rugby|||15|||16
941 CYCLING|||15|||21
334 CRICKET|||16|||17
374 Rugby|||16|||20
128 Russia|||17|||17
382 Two|||21|||28
887 Oasis|||21|||21
799 EU|||22|||25
232 China|||23|||23
658 SQUASH|||23|||27
643 CYCLING|||23|||37
269 SOCCER|||23|||34
14 Israel|||26|||27
259 SOCCER|||26|||27
94 Australia|||27|||32
655 CRICKET|||17|||40
703 Cricket|||17|||17
197 Mass|||18|||22
489 Prairies|||19|||22
495 Chelsea|||20|||22
566 Russian|||21|||22
684 ATHLETICS|||22|||35
38 CRICKET|||25|||28
408 SOCCER|||25|||25
110 Britain|||28|||28
947testa CRICKET|||45|||47
948testa CRICKET|||32|||32
949testa CRICKET|||40|||41
950testa SOCCER|||24|||27
951testa BASKETBALL|||4|||4
952testa SOCCER|||10|||10
953testa SOCCER|||15|||16
954testa BOXING|||12|||12
955testa SQUASH|||16|||16
956testa SOCCER|||7|||8
957testa BASEBALL|||5|||5
958testa TENNIS|||97|||97
959testa BASEBALL|||59|||63
960testa BASEBALL|||21|||24
961testa TENNIS|||27|||35
962testa NFL|||15|||23
963testa GOLF|||29|||29
964testa GOLF|||34|||35
965testa SOCCER|||10|||13
966testa ATHLETICS|||23|||35
967testa ATHLETICS|||276|||277
968testa SOCCER|||16|||16
969testa ATHLETICS|||10|||15
970testa SOCCER|||14|||14
971testa SOCCER|||18|||19
972testa CRICKET|||8|||8
973testa CRICKET|||38|||42
974testa CRICKET|||6|||6
975testa CRICKET|||24|||25
976testa ROMANIA|||5|||5
977testa POLISH|||3|||3
978testa Canada|||7|||7
979testa Jones|||4|||4
980testa NYMEX|||6|||6
981testa U.S.|||30|||30
982testa Douglas|||12|||13
983testa UK|||1|||3
984testa Iraqi|||16|||16
985testa Late|||26|||26
986testa Boxing-Bruno|||16|||22
987testa Soccer|||23|||23
988testa Nigerian|||4|||4
989testa East|||2|||2
990testa Chad|||1|||1
991testa Yeltsin|||36|||37
992testa Lebed|||28|||28
993testa Ruling|||13|||17
994testa Belgrade|||14|||14
995testa Top|||22|||22
996testa Tajik|||19|||19
